ID_ARTICOLO,ID_FRASE,FRASE,TAG_FRASE,TAG_ARTICOLO,FONTE,LINK
32,6,"La gestione dei rifiuti non è l’unico aspetto dell’Economia Circolare: rifiutare, ripensare, ridurre, riusare, riparare, rinnovare, ricostruire, riutilizzare, riciclare e recuperare sono le 10R di un nuovo modello che punta a creare maggiori posti di lavoro consumando meno materie prime.",OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,7,Bisogna garantire un diritto al riuso e alla riparazione.,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,8,Ecco il progetto di legge Diritto alla Riparazione del M5S.,OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,9,I dati pubblicati dall’Agenzia Europea Ambientale su inquinamento e mortalità sono drammatici.,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,10,Si consuma una lenta e silenziosa pandemia non dichiarata.,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,11,È sempre più urgente ridurre l’inquinamento atmosferico.,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,12,Ne va del futuro dei nostri figli.,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,13,Inquinamento PM2.5 e mortalità.,OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,14,"Di seguito l’intervista al teorico dei media e scrittore statunitense Douglas Rushkoff, realizzata da MEET, Digital Culture Center:",OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,15,Il futuro è un gioco di squadra,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,16,Esistono molti studi sui fattori che contribuiscono alla felicità dei lavoratori.,OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,17,"Ora, un’analisi dell’Università di Chicago rivela un tratto fondamentale condiviso da nove dei lavori più apprezzati da migliaia di intervistati.",OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,18,Un recente studio rileva che gli obiettivi dell’Accordo di Parigi sul clima saranno quasi impossibili da raggiungere senza drastiche riduzioni delle emissioni legate al cibo.,OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,19,Leggete e condividete!,SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,20,"Abbiamo concluso con una notizia che da tempo gli ambientalisti inglesi, e non solo, attendevano: Un recente disegno di legge del Dipartimento per l’ambiente, l’alimentazione e gli affari rurali del Regno Unito vieterà ai supermercati del paese l’acquisto di alimenti legati alla deforestazione illegale e all’accaparramento della terra (Land Grabbing).",OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,21,Ecco di cosa si tratta.,OGG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
32,22,"Come sempre, vi auguro una felice domenica.",SOG,SOG,Beppe Grillo,https://www.beppegrillo.it/la-settimana-del-blog-147/
39,0,"Vaccini, l'assessora Moratti:",OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,1,Dal 24 febbraio somministrazione agli over 80,SOG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,2,In Lombardia,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,3,l'inizio della somministrazione dei vaccini antiCovid per gli ultra ottantenni è previsto per il 24 febbraio.,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,4,L'annuncio è dell'assessora al Welfare Letizia Moratti che ne ha parlato durante le comunicazioni sul piano vaccinale in Consiglio regionale.,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,5,"La raccolta delle adesioni per gli ultra ottantenni, ha specificato Moratti, avverrà tramite i medici di base o l'assistenza domiciliare, oppure attraverso l'accesso a un portale dedicato, direttamente o con il supporto familiari.",OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,6,La persona da vaccinare sarà quindi ricontatta e sarà precisato il luogo in cui effettuare la somministrazione della dose.,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,7,"La Regione Lombardia chiede la revisione del criterio di distribuzione dei vaccini antiCovid: dal criterio della popolazione bisogna tornare a quello dei target, ha sottolineato Moratti.",OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,8,L'ex ministra ha chiesto che il presidente Stefano Bonaccini,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,9,chieda la convocazione di una conferenza StatoRegioni per verificare i criteri di distribuzione dei prodotti vaccinali.,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,10,"In questa prima fase erano stati sulla base dei target, a seguito delle richieste di poche regioni è stata adottata la definizione non più del target ma della popolazione.",OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,11,Questo criterio,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,12,ha detto Moratti,OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,13,"non ci soddisfa, non soddisfa la maggior parte delle Regioni, perché potremmo trovarci con una regione che ha un maggior numero di ultra sessantenni o di categorie con particolari fragilità, una regione si potrebbe trovare in una condizione diversa rispetto ad altre.",SOG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,14,"Dunque, ha aggiunto la vicepresidente,",OGG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
39,15,"per questo motivo, ho chiesto di avere di nuovo il criterio sui target che quasi tutte le Regioni stanno chiedendo.",SOG,OGG,Repubblica,https://milano.repubblica.it/cronaca/2021/02/02/news/vaccini_l_assessora_moratti_dal_24_febbraio_somministrazione_agli_over_80_-285583089/
44,0,"Tassista spara in aria poi punta la pistola contro padre e figlia su un balcone, ma l’arma si inceppa: arrestato dalla polizia",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,1,"Due colpi in aria, poi ha mirato verso un balcone dove si trovavano un padre e una figlia di 6 anni.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,2,"Ma l’arma da fuoco, grazie al cielo, si è inceppata.",SOG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,3,"E’ successo a Roma, in zona Cinquina, nel pomeriggio di lunedì: il protagonista del gesto è un tassista che è stato arrestato dalla polizia.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,4,La storia è stata raccontata dal Messaggero.,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,5,"All’arrivo delle volanti l’uomo ha opposto resistenza e ha tentato di sparare anche contro gli agenti, ma fortunatamente anche in questo caso la pistola, una calibro 9 semi automatica, non ha funzionato.",SOG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,6,I poliziotti alla fine sono riusciti a disarmarlo e a immobilizzarlo.,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,7,"Il tassista ora dovrà rispondere di tentato omicidio: è piantonato all’ospedale Sant’Andrea, dov’è stato ricoverato in codice rosso per aver abusato di alcol e psicofarmaci (che la polizia ha ritrovato nella sua auto di servizio).",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,8,"Nessun’altra persona è rimasta ferita, anche se parecchi abitanti della zona si sono spaventati chiamando il 112.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
44,9,Sono in corso accertamenti per ricostruire l’accaduto e cercare di capire i motivi del gesto e per verificare se la licenza taxi in possesso dell’uomo sia ancora valida.,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/02/tassista-spara-in-aria-poi-punta-la-pistola-contro-padre-e-figlia-su-un-balcone-ma-larma-si-inceppa-arrestato-dalla-polizia/6087034/
45,0,"Aiuto, papà sta picchiando la mamma.",SOG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,1,Bambino di 10 anni telefona ai carabinieri e lo fa arrestare,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,2,"Aiuto, papà sta picchiando la mamma.",SOG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,3,"Queste le parole pronunciate al telefono da un bambino di 10 anni di Zafferana Etnea, in provincia di Catania, hanno permesso ai Carabinieri a intervenire in tempo.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,4,"Quella chiamata al 112, effettuata intorno alla mezzanotte di sabato 31 gennaio, ha salvato la donna da conseguenze ben peggiori dovute alle botte del marito ubriaco.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,5,"L’uomo, 38 anni, ha lasciato l’abitazione prima dell’arrivo delle forze dell’ordine.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,6,"I Carabinieri, intervenuti immediatamente sul posto, hanno trovato la vittima delle percosse insieme al bambino.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,7,Sul pavimento sono stati ritrovati frammenti di vetro.,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,8,"All’arrivo del 118, la donna 45enne presentava ecchimosi sul volto e tumefazioni al torace e alla clavicola destra.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
45,9,"L’uomo, rintracciato ancora ubriaco nelle vicinanze, è stato arrestato e si trova attualmente agli arresti domiciliari in un’abitazione diversa da quella familiare.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/02/01/aiuto-papa-sta-picchiando-la-mamma-bambino-di-10-anni-telefona-ai-carabinieri-e-fa-arrestare-il-padre/6086687/
51,0,La ricatta dopo aver ricevuto le sue foto intime: arrestato un uomo di 41 anni a Bergamo per tentata violenza sessuale ed estorsione,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,1,"Si erano conosciuti sui social e lei, una donna di 45 anni, gli aveva inviato alcune foto intime.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,2,"Ma l’uomo, un 41enne di Bergamo, l’aveva ricattata con la minaccia di rivelare tutto al marito.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,3,"L’uomo, divorziato con piccoli precedenti, è stato arrestato dai carabinieri di Clusone per estorsione e violenza sessuale.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,4,"A denunciarlo è stata la donna dopo aver ricevuto le minacce: l’uomo, in cambio del silenzio, pretendeva di estorcerle un rapporto sessuale e 500 euro, altrimenti avrebbe mostrato le foto e le chat al marito.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,5,"La donna, d’accordo con i militari, si è presentata all’incontro e, dopo avergli consegnato il denaro, è salita in macchina con lui.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,6,"Proprio mentre si stavano allontanando, sono intervenuti i carabinieri che hanno bloccato l’uomo colto in flagrante.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,7,Il 41enne è stato trovato in possesso del denaro in contanti e del cellulare con le foto riservate.,OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
51,8,"I militari hanno recuperato i soldi e sequestrato il cellulare e lo hanno arrestato, portandolo alla casa circondariale di Bergamo.",OGG,OGG,Il Fatto,https://www.ilfattoquotidiano.it/2021/01/30/la-ricatta-dopo-aver-ricevuto-le-sue-foto-intime-arrestato-un-uomo-di-41-anni-a-bergamo-per-tentata-violenza-sessuale-ed-estorsione/6084260/
58,0,"Il Caffè Gallo, un luogo da salvare",SOG,SOG,Esse notizie,https://www.essenotizie.it/2021/01/il-caffe-gallo-un-luogo-da-salvare.html
58,1,Per me è sempre stato il simbolo di San Vito dei Normanni.,SOG,SOG,Esse notizie,https://www.essenotizie.it/2021/01/il-caffe-gallo-un-luogo-da-salvare.html
58,2,"Il bar della piazza, la bellissima insegna Caffè sovrastata dal gallo in cartapesta: simboli di un paese che fu, location di film storici, identità immateriale di una storia recente.",OGG,SOG,Esse notizie,https://www.essenotizie.it/2021/01/il-caffe-gallo-un-luogo-da-salvare.html
58,3,"Oggi il bar è chiuso, il gallo decapitato, l’insegna deturpata dall’ignoranza o dalla noia dei vandali, la piazza desolata.",OGG,SOG,Esse notizie,https://www.essenotizie.it/2021/01/il-caffe-gallo-un-luogo-da-salvare.html
58,4,"San Vito, riparti da qui, da questo piccolo gesto di cura: ripuliamo la scritta, rifacciamo il gallo, poi immaginiamo come ridare vita alla tua bellissima piazza, una delle più belle della Puglia.",SOG,SOG,Esse notizie,https://www.essenotizie.it/2021/01/il-caffe-gallo-un-luogo-da-salvare.html
63,0,Israele fornirà ai medici palestinesi 5mila dosi di vaccino contro il coronavirus,OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
63,1,"Il governo israeliano fornirà ai palestinesi 5mila dosi di vaccino contro il coronavirus, su raccomandazione del ministero della Difesa e del coordinatore delle attività governative nei territori occupati della Cisgiordania e della Striscia di Gaza.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
63,2,"Circa due settimane fa Israele aveva destinato 100 dosi di vaccino al personale medico della città di Ramallah, in Cisgiordania;",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
63,3,anche queste 5mila dosi saranno destinate agli operatori sanitari palestinesi che sono coinvolti più direttamente nella gestione della pandemia.,OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
63,4,"La campagna di vaccinazioni contro il coronavirus svolta da Israele fino a questo momento è stata la più efficace al mondo, ma ha escluso circa cinque milioni di palestinesi che vivono nei territori occupati in Cisgiordania e nella Striscia.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
63,5,"Secondo le leggi internazionali, in quanto forza di occupazione, Israele dovrebbe assistere dal punto di vista sanitario i palestinesi;",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
63,6,"ma, appellandosi agli accordi di pace di Oslo degli anni Novanta, fino a ora Israele aveva rifiutato questa responsabilità.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/israele-fornisce-dosi-vaccino-coronavirus-palestina/
64,0,C’è stato un colpo di stato in Myanmar,OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,1,L'esercito ha arrestato Aung San Suu Kyi e ha dichiarato un anno di stato di emergenza a causa dei presunti brogli alle ultime elezioni,OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,2,"Lunedì l’esercito del Myanmar (o Birmania) ha compiuto un colpo di stato: ha arrestato Aung San Suu Kyi, leader del partito che ha la maggioranza nel parlamento e di fatto capo del governo, ha dichiarato un anno di stato d’emergenza nel paese, ha interrotto le linee telefoniche nella capitale Naypyitaw e nella città di Yangon, e ha sospeso le trasmissioni della televisione di stato.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,3,"Il capo delle forze armate birmane, il generale Min Aung Hlaing, ha sostenuto che nelle elezioni tenute lo scorso 8 novembre ci fossero stati brogli e irregolarità che la commissione esaminatrice non aveva riscontrato, e che perciò l’esercito aveva deciso di prendere il potere.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,4,Il colpo di stato è avvenuto nel giorno in cui il parlamento del Myanmar avrebbe dovuto riunirsi per la prima volta dopo le elezioni.,OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,5,"L’ex generale Myint Swe, che dal 2016 era uno dei due vicepresidenti, ricoprirà la carica di presidente ad interim.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,6,"Le elezioni – le seconde dalla fine del regime militare, nel 2011 – erano state vinte dalla Lega nazionale per la democrazia (NLD), il partito di Aung San Suu Kyi, da tempo molto criticata a livello internazionale per aver negato l’esistenza del genocidio della minoranza musulmana dei rohingya.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,7,"L’NLD aveva ottenuto una vittoria schiacciante, conquistando 368 seggi su 434, mentre il principale partito di opposizione, il Partito per la solidarietà e lo sviluppo dell’Unione (USDP), sostenuto dai militari, si era aggiudicato solo 24 seggi.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,8,"Fin da subito i militari avevano contestato la regolarità delle elezioni, sostenendo che ci fossero stati brogli a favore del partito di Aung San Suu Kyi.",OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,9,Insieme a lei lunedì sono stati arrestati anche altri esponenti dell’NLD.,OGG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
64,10,"Un portavoce del partito ha commentato gli arresti a Reuters, invitando la popolazione birmana a non rispondere in maniera avventata al colpo di stato e a continuare a comportarsi secondo la legge.",SOG,OGG,ilpost,https://www.ilpost.it/2021/02/01/myanmar-colpo-di-stato-aung-san-suu-kyi-arrestata/
79,0,Confindustria boccia il recovery plan,OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,1,Il governo ha incontrato la Confindustria per il Recovery Plan.,OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,2,"Le principali osservazioni fatte dall’Associazione degli industriali riguardano il coinvolgimento delle parti sociali nella governance, l’attuazione delle riforme strutturali, gli effettivi impatti sul Pil e sull’occupazione, l’attuazione di politiche attive del lavoro, il problema delle misure attuative per le opere infrastrutturali.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,3,"In una nota, si legge: Confindustria, prima ancora di entrare nel merito del Piano nazionale di ripresa e resilienza, in questo primo incontro con il Governo ha posto quattro questioni prioritarie inerenti il metodo.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,4,"A ispirarle è esclusivamente l’interesse nazionale affinché il Pnrr, un’occasione storica e irripetibile per il Paese, raggiunga la massima efficacia.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,5,"Secondo Confindustria: La governance necessaria per una puntuale ed efficiente realizzazione del Piano, ad oggi non ancora delineata, dovrebbe prevedere modalità di confronto strutturato e continuativo con le parti sociali e un loro coinvolgimento lungo tutto il processo di esecuzione dei progetti.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,6,Confindustria ha manifestato la piena disponibilità a continuare su questa metodologia di confronto al fine di rendere efficace e credibile il Pnrr nell’interesse del Paese.,OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,7,"La prima osservazione è la mancata conformità con le linee guida indicate dalla Ue, aggiornate venerdì scorso a seguito della consultazione tra Commissione, Governi e Parlamento Europeo.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,8,"Confindustria fa notare: Le linee guida prescrivono infatti, in maniera puntuale che ogni riforma strutturale e linea di intervento delle 6 missioni strutturali venga declinata secondo una stima precisa degli obiettivi quantitativi che si intende ottenere rispetto alle risorse impegnate.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,9,"Questo perché la Commissione stessa possa verificarne l’attuazione, sia nell’arco della durata del Piano che negli step intermedi, scongiurando così il rischio di revoca dei fondi o, peggio ancora, la restituzione.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,10,"Il Piano nazionale di ripresa e resilienza inoltre deve avere una stima chiara degli obiettivi sull’occupazione o in assenza di un quadro generale di priorità, compatibilità e obiettivi, ogni valutazione rischia di ridursi ad una mera somma di richieste, in nome dei diversi interessi economici e sociali.",SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,11,Confindustria ha concluso: Infine non è chiaro che tipo di riforma degli ammortizzatori sociali intende fare il governo e per le politiche attive la proposta è troppo centrata sui Centri pubblici per l’impiego.,SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,12,"Immediata è stata la replica del ministro dello Sviluppo economico, Stefano Patuanelli:",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,13,"All’interno del Piano nazionale ripresa e resilienza sono dettagliati tutti gli step, l’intensità, le annualità e la messa a terra degli investimenti.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,14,"L’execution sarà fondamentale, dobbiamo esserne ossessionati.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,15,"Per questo è importante costruire una cabina di regia in grado di far marciare i progetti il più speditamente possibile, senza intoppi burocratici.",OGG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,16,Questa affermazione del ministro Patuanelli è sconcertante.,SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
79,17,"Che senso ha costruire una cabina di regia per far marciare i progetti, quando la cabina di regia esiste già ed è il Consiglio dei ministri.",SOG,SOG,Avanti,http://www.avantionline.it/confindustria-boccia-il-recovery-plan/
